Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1264,1265,-8.0,99.6,104.5,98.8,113.2,0
1264,1233,+6.5,99.6,104.5,110.2,107.4,0
1264,1310,-4.0,99.6,104.5,110.6,114.1,0
1264,1389,-4.5,99.6,104.5,95.9,100.8,1
1264,1373,-6.5,99.6,104.5,96.8,109.0,1
1264,1193,-6.0,99.6,104.5,102.4,106.6,1
1264,1351,+5.5,99.6,104.5,109.3,106.8,0
1264,1284,-5.5,99.6,104.5,103.9,105.0,0
1264,1265,-4.0,99.6,104.5,98.8,113.2,1
1264,1200,-4.5,99.6,104.5,94.7,106.4,0
1264,1296,-1.5,99.6,104.5,103.5,111.5,0
1264,1283,-8.0,99.6,104.5,108.5,104.0,0
1264,1282,-7.0,99.6,104.5,98.7,108.8,0
1264,1217,+3.5,99.6,104.5,101.4,99.3,1
1264,1193,-2.5,99.6,104.5,102.4,106.6,1
1264,1371,-20.0,99.6,104.5,116.3,99.0,0
1264,1220,-6.0,99.6,104.5,111.2,110.4,1
1264,1409,-8.0,99.6,104.5,108.6,102.4,0
1264,1406,-9.5,99.6,104.5,106.1,105.1,0
1264,1346,-6.0,99.6,104.5,102.1,112.4,1
1264,1233,-6.5,99.6,104.5,110.2,107.4,0
1264,1310,-3.0,99.6,104.5,110.6,114.1,1
1264,1346,-1.0,99.6,104.5,102.1,112.4,0
1264,1351,-9.0,99.6,104.5,109.3,106.8,0
1264,1373,-2.5,99.6,104.5,96.8,109.0,1
1264,1233,-5.0,99.6,104.5,110.2,107.4,0
