Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1258,1360,+3.0,107.9,113.3,104.7,100.4,0
1258,1337,-2.0,107.9,113.3,105.7,114.5,0
1258,1339,-7.0,107.9,113.3,99.6,108.5,0
1258,1140,-14.5,107.9,113.3,109.0,98.0,0
1258,1360,-8.5,107.9,113.3,104.7,100.4,0
1258,1362,+4.5,107.9,113.3,103.1,100.8,1
1258,1211,+19.0,107.9,113.3,119.8,95.0,0
1258,1365,-4.5,107.9,113.3,99.8,109.5,0
1258,1129,-9.5,107.9,113.3,110.6,97.5,0
1258,1415,-5.0,107.9,113.3,94.9,103.7,1
1258,1426,-14.0,107.9,113.3,105.8,102.4,0
1258,1334,-3.5,107.9,113.3,107.2,106.9,0
1258,1168,-4.5,107.9,113.3,105.0,103.6,0
1258,1449,-9.0,107.9,113.3,106.3,99.2,0
1258,,-5.0,107.9,113.3,113.5,102.1,1
1258,1340,-2.5,107.9,113.3,108.6,107.9,0
1258,1333,-10.0,107.9,113.3,108.8,101.4,0
1258,1334,+2.0,107.9,113.3,107.2,106.9,1
1258,1365,-4.0,107.9,113.3,99.8,109.5,1
1258,1362,-9.5,107.9,113.3,103.1,100.8,0
1258,1211,-24.0,107.9,113.3,119.8,95.0,0
1258,1337,-4.5,107.9,113.3,105.7,114.5,1
1258,,+12.5,107.9,113.3,113.5,102.1,0
1258,1339,-2.0,107.9,113.3,99.6,108.5,0
1258,1140,+10.0,107.9,113.3,109.0,98.0,1
1258,1211,-19.0,107.9,113.3,119.8,95.0,0
1258,1339,-3.5,107.9,113.3,99.6,108.5,1
