Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1178,1297,-18.0,102.6,117.2,108.2,100.9,0
1178,1460,-11.0,102.6,117.2,101.0,98.2,0
1178,1324,+9.0,102.6,117.2,107.3,108.1,0
1178,1237,-5.0,102.6,117.2,98.2,109.5,0
1178,1464,-4.5,102.6,117.2,101.4,116.5,1
1178,1156,-4.0,102.6,117.2,97.8,110.5,1
1178,1297,+13.0,102.6,117.2,108.2,100.9,0
1178,1460,+4.5,102.6,117.2,101.0,98.2,0
1178,1236,-10.0,102.6,117.2,108.1,107.6,0
1178,1387,-11.5,102.6,117.2,102.4,100.3,1
1178,1370,-4.0,102.6,117.2,104.4,106.7,0
1178,1439,-18.5,102.6,117.2,115.0,98.4,0
1178,1454,-11.0,102.6,117.2,100.1,103.9,0
1178,1453,-3.5,102.6,117.2,99.8,109.1,0
1178,1293,+10.5,102.6,117.2,113.1,100.4,0
1178,1190,+7.0,102.6,117.2,105.5,98.0,0
1178,1276,-19.0,102.6,117.2,115.9,92.7,0
1178,1444,+5.0,102.6,117.2,106.5,108.7,0
1178,1405,+5.5,102.6,117.2,114.1,109.0,0
1178,1417,-21.5,102.6,117.2,116.4,102.0,0
1178,1453,-2.5,102.6,117.2,99.8,109.1,0
1178,1454,+3.5,102.6,117.2,100.1,103.9,0
1178,1227,-10.0,102.6,117.2,NaN,NaN,0
1178,1464,-3.5,102.6,117.2,101.4,116.5,1
1178,1156,-3.0,102.6,117.2,97.8,110.5,0
1178,1324,-13.5,102.6,117.2,107.3,108.1,0
1178,1227,+7.5,102.6,117.2,NaN,NaN,0
1178,1237,-1.5,102.6,117.2,98.2,109.5,1
1178,1453,-2.0,102.6,117.2,99.8,109.1,0
