Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1419,1114,+1.5,NaN,NaN,98.3,105.2,1
1419,1117,+4.5,NaN,NaN,106.3,103.3,0
1419,1402,+6.5,NaN,NaN,101.3,101.7,0
1419,1426,+14.0,NaN,NaN,110.6,100.8,0
1419,1204,+3.0,NaN,NaN,105.2,107.3,0
1419,1209,+2.5,NaN,NaN,103.9,101.5,0
1419,1418,+14.0,NaN,NaN,NaN,NaN,0
1419,1117,+11.0,NaN,NaN,106.3,103.3,0
1419,1402,-6.0,NaN,NaN,99.5,103.9,1
1419,1426,+3.5,NaN,NaN,106.9,99.5,1
1419,1375,-7.5,NaN,NaN,95.8,104.1,1
1419,1407,-5.5,NaN,NaN,98.3,109.0,1
1419,1204,-2.5,NaN,NaN,105.0,109.3,0
1419,1209,+7.5,NaN,NaN,99.9,101.2,0
1419,1114,+11.0,NaN,NaN,NaN,NaN,0
1419,1117,+1.5,NaN,NaN,100.3,107.8,0
1419,1375,-6.5,NaN,NaN,101.0,112.2,1
1419,1407,-1.0,NaN,NaN,99.8,109.5,1
1419,1204,+1.0,NaN,NaN,100.5,98.6,0
1419,1426,-3.0,NaN,NaN,103.4,105.9,0
1419,1418,+7.5,NaN,NaN,NaN,NaN,1
1419,1114,-3.0,NaN,NaN,NaN,NaN,1
1419,1407,-6.5,NaN,NaN,99.8,109.5,1
1419,1160,+20.0,NaN,NaN,112.6,102.3,0
1419,1400,+17.5,NaN,NaN,104.2,93.7,0
1419,1151,+2.5,NaN,NaN,107.5,101.0,1
1419,1222,+7.5,NaN,NaN,116.7,104.9,0
1419,1278,+10.0,NaN,NaN,101.5,104.3,0
1419,1352,-4.5,NaN,NaN,103.1,104.5,0
1419,1157,+4.5,NaN,NaN,106.7,104.3,0
1419,1196,+20.5,NaN,NaN,107.3,91.9,0
1419,1412,+7.0,NaN,NaN,104.9,101.9,1
1419,1359,-4.0,NaN,NaN,100.9,116.6,1
1419,1242,+26.0,NaN,NaN,119.3,94.7,0
1419,1443,+10.0,NaN,NaN,101.8,102.2,0
1419,1256,+17.5,NaN,NaN,101.8,93.7,0
1419,1328,+23.5,NaN,NaN,111.1,97.3,0
1419,1114,+8.0,NaN,NaN,98.3,105.2,0
1419,1433,+20.0,NaN,NaN,110.1,96.0,0
1419,1164,-6.0,NaN,NaN,93.6,115.6,1
1419,1240,-1.5,NaN,NaN,105.8,105.2,1
1419,1151,+14.0,NaN,NaN,106.6,102.3,0
1419,1111,-9.0,NaN,NaN,102.7,110.9,1
1419,1145,+3.0,NaN,NaN,108.1,114.4,0
1419,1452,+21.5,NaN,NaN,115.3,90.9,0
1419,1336,+7.5,NaN,NaN,103.4,100.8,0
1419,1245,+8.5,NaN,NaN,106.4,107.8,0
1419,1418,+2.5,NaN,NaN,NaN,NaN,1
1419,1209,+16.0,NaN,NaN,111.6,101.3,0
1419,1359,-5.0,NaN,NaN,102.0,112.6,0
1419,1307,+11.0,NaN,NaN,101.6,98.7,0
1419,1157,+5.5,NaN,NaN,101.8,105.4,0
1419,1111,+4.0,NaN,NaN,99.5,109.2,1
1419,1418,+4.5,NaN,NaN,NaN,NaN,0
1419,1407,+3.0,NaN,NaN,109.7,107.6,0
1419,1209,+10.5,NaN,NaN,103.9,101.5,0
1419,1204,+6.5,NaN,NaN,105.2,107.3,0
1419,1407,-4.0,NaN,NaN,98.3,109.0,1
1419,1375,-5.0,NaN,NaN,95.8,104.1,1
1419,1426,+7.0,NaN,NaN,106.9,99.5,1
1419,1402,-2.0,NaN,NaN,99.5,103.9,1
1419,1117,-9.5,NaN,NaN,100.3,107.8,1
1419,1114,+2.0,NaN,NaN,NaN,NaN,1
1419,1111,-3.0,NaN,NaN,102.7,110.9,1
1419,1418,+9.5,NaN,NaN,NaN,NaN,0
1419,1111,-5.0,NaN,NaN,98.3,107.9,0
1419,1375,-2.5,NaN,NaN,101.0,112.2,1
1419,1117,-2.0,NaN,NaN,96.2,107.0,0
1419,1111,-8.5,NaN,NaN,98.3,107.9,1
1419,1418,-1.0,NaN,NaN,NaN,NaN,1
1419,1204,+6.0,NaN,NaN,100.5,98.6,1
1419,1114,+3.5,NaN,NaN,NaN,NaN,1
1419,1375,-2.0,NaN,NaN,101.1,108.1,1
1419,1402,+4.5,NaN,NaN,101.3,101.7,0
1419,1117,+7.0,NaN,NaN,106.3,103.3,1
1419,1402,+2.5,NaN,NaN,101.3,101.7,0
1419,1426,+8.5,NaN,NaN,110.6,100.8,0
1419,1202,-1.5,NaN,NaN,105.0,106.0,0
1419,1114,+2.5,NaN,NaN,NaN,NaN,0
1419,1426,+1.0,NaN,NaN,106.9,99.5,1
1419,1209,-7.0,NaN,NaN,99.9,101.2,1
1419,1204,-8.5,NaN,NaN,105.0,109.3,1
1419,1260,+5.5,NaN,NaN,105.9,102.6,0
1419,1436,+1.5,NaN,NaN,103.3,99.0,1
1419,1273,+4.5,NaN,NaN,104.5,106.0,1
1419,1185,+1.5,NaN,NaN,101.8,99.2,1
1419,1204,+3.0,NaN,NaN,100.5,98.6,0
1419,1375,-7.5,NaN,NaN,101.0,112.2,1
1419,1402,-5.5,NaN,NaN,93.7,98.9,1
1419,1209,+4.5,NaN,NaN,111.6,101.3,0
1419,1426,+3.0,NaN,NaN,105.9,110.3,0
1419,1114,+4.5,NaN,NaN,NaN,NaN,1
1419,1117,+10.0,NaN,NaN,106.6,106.0,0
1419,1407,-4.5,NaN,NaN,101.9,108.8,0
1419,1443,+12.0,NaN,NaN,101.8,102.2,0
1419,1418,+3.5,NaN,NaN,NaN,NaN,0
1419,1443,+10.0,NaN,NaN,100.5,105.1,0
1419,1317,+8.0,NaN,NaN,103.4,103.8,0
1419,1418,+5.0,NaN,NaN,NaN,NaN,1
1419,1260,-2.5,NaN,NaN,105.9,102.6,0
