Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1421,1347,-10.0,107.4,102.5,96.1,107.8,1
1421,1457,-4.5,107.4,102.5,106.1,101.6,0
1421,1251,-3.5,107.4,102.5,99.9,103.8,1
1421,1433,-15.5,107.4,102.5,110.1,96.0,0
1421,1260,+4.5,103.6,100.1,100.0,101.8,1
1421,1292,+5.0,103.6,100.1,104.6,99.9,0
1421,1180,+1.5,103.6,100.1,99.5,106.7,1
1421,1376,-13.5,102.4,108.6,105.6,94.3,0
1421,1187,-10.0,106.7,112.5,106.0,111.8,0
1421,1348,-9.5,106.7,112.5,104.4,99.3,0
1421,1313,-3.0,106.7,112.5,102.9,110.3,0
1421,1326,-14.0,107.4,102.5,111.2,101.0,0
1421,1205,-2.0,107.4,102.5,102.7,103.5,0
1421,1457,-4.5,107.4,102.5,106.1,101.6,1
1421,1219,+1.5,102.4,108.6,108.4,106.4,0
1421,1404,-5.0,107.4,102.5,NaN,NaN,0
1421,1144,-12.0,107.4,102.5,100.4,110.4,0
1421,1437,-17.5,103.6,100.1,122.8,90.8,0
1421,1457,-1.5,103.6,100.1,108.4,107.7,1
1421,1219,-6.0,103.6,100.1,110.8,109.2,1
1421,1251,-8.0,103.6,100.1,98.7,110.8,1
1421,1157,-7.5,102.4,108.6,106.7,104.3,0
1421,1251,-8.0,102.4,108.6,90.8,109.7,1
1421,1457,-3.0,106.7,112.5,103.2,108.6,0
1421,1347,-2.5,106.7,112.5,106.9,114.3,1
1421,1255,-12.5,101.5,104.7,94.6,116.2,0
1421,1393,-15.5,110.4,104.9,117.7,91.7,0
1421,1440,-12.5,110.4,104.9,102.1,111.7,1
1421,1149,-6.5,110.4,104.9,104.5,105.2,1
1421,1338,-18.0,101.9,100.0,120.6,93.5,0
1421,1114,-4.0,101.9,100.0,NaN,NaN,1
1421,1157,-5.5,101.9,100.0,104.9,100.4,1
1421,1219,-11.0,101.9,100.0,94.5,109.0,1
1421,1149,-6.5,101.9,100.0,102.9,107.2,1
1421,1157,-13.5,97.2,108.7,101.8,99.3,0
1421,1219,-3.5,97.2,108.7,97.1,109.6,1
1421,1326,-14.5,107.2,108.4,110.2,92.4,0
1421,1457,-2.0,107.2,108.4,99.5,93.1,0
