Team,Opponent,Spread,TeamOeff,TeamDeff,OppOeff2,OppDeff2,Result
1325,1444,-2.0,105.6,99.9,107.1,106.8,0
1325,1132,-7.0,105.6,99.9,100.1,107.2,1
1325,1405,-6.0,105.6,99.9,108.8,106.1,0
1325,1296,+2.5,105.6,99.9,98.9,102.4,1
1325,1103,+6.0,105.6,99.9,112.6,106.4,0
1325,1185,-7.5,105.6,99.9,106.1,104.9,0
1325,1138,-2.0,105.6,99.9,105.3,102.2,1
1325,1245,-6.5,105.6,99.9,104.9,103.3,1
1325,1444,-10.5,105.6,99.9,107.1,106.8,1
1325,1245,-2.5,110.6,108.1,106.4,107.8,1
1325,1405,+6.5,110.6,108.1,108.6,104.5,1
1325,1141,+3.0,110.6,108.1,110.5,110.0,0
1325,1444,-6.0,110.6,108.1,103.7,105.4,1
1325,1245,+4.5,110.6,108.1,106.4,107.8,0
1325,1132,-10.0,110.6,108.1,100.9,106.7,0
1325,1123,-8.0,110.6,108.1,103.5,102.6,1
1325,1296,-2.0,110.6,108.1,101.6,101.7,0
1325,1141,+8.5,103.0,108.5,114.9,106.6,0
1325,1185,+4.5,103.0,108.5,101.8,99.2,0
1325,1138,+2.5,103.0,108.5,111.3,99.4,1
1325,1123,+2.0,103.0,108.5,100.4,108.0,1
1325,1267,+1.5,105.6,99.9,110.8,109.7,0
1325,1399,-16.0,105.6,99.9,98.9,107.0,1
1325,1210,-3.5,105.6,99.9,100.0,91.0,1
1325,1199,+11.5,110.6,108.1,113.1,98.9,0
1325,1313,-4.5,110.6,108.1,105.6,113.1,1
1325,1409,+11.5,110.6,108.1,111.2,99.7,0
1325,1398,-6.0,110.6,108.1,101.5,101.6,1
1325,1125,+1.5,103.0,108.5,110.2,107.9,0
1325,1111,-12.0,103.0,108.5,98.3,107.9,1
1325,1191,-7.0,106.5,102.7,103.1,107.3,1
1325,1326,+18.5,106.5,102.7,109.3,88.0,0
1325,1320,+1.0,106.5,102.7,113.0,105.1,1
1325,1382,-13.0,106.6,97.5,109.7,105.2,1
1325,1350,-7.5,106.6,97.5,110.0,102.0,1
1325,1443,-7.0,105.6,99.9,103.0,109.1,0
1325,1156,-11.0,105.6,99.9,96.5,103.1,1
1325,1454,-16.5,105.6,99.9,99.9,108.3,1
1325,1233,-1.5,105.6,99.9,110.8,106.6,0
1325,1415,-8.5,110.6,108.1,100.1,106.1,1
1325,1156,-2.5,110.6,108.1,91.6,103.5,1
1325,1382,+5.0,110.6,108.1,113.7,105.1,0
1325,1267,-11.0,110.6,108.1,111.0,109.1,1
1325,1423,-7.5,103.0,108.5,101.5,102.4,1
1325,1304,+5.5,103.0,108.5,99.6,95.0,0
1325,1177,+1.5,103.0,108.5,108.6,106.8,1
1325,1203,+7.5,103.0,108.5,108.4,98.2,0
1325,1191,+8.0,103.0,108.5,106.6,101.3,0
1325,1382,-2.0,103.0,108.5,105.4,100.1,0
1325,1350,+7.0,106.5,102.7,105.3,97.3,1
1325,1269,+2.0,106.5,102.7,110.0,96.5,0
1325,1138,-4.5,105.6,99.9,105.3,102.2,0
1325,1245,+1.5,105.6,99.9,104.9,103.3,0
1325,1275,-7.0,105.6,99.9,95.9,106.0,1
1325,1132,-9.0,105.6,99.9,100.1,107.2,1
1325,1185,+3.0,105.6,99.9,106.1,104.9,1
1325,1123,+1.0,105.6,99.9,104.7,105.3,1
1325,1141,-8.5,105.6,99.9,111.6,117.6,0
1325,1103,+1.5,105.6,99.9,112.6,106.4,1
1325,1138,-3.5,110.6,108.1,105.9,102.9,1
1325,1132,-2.0,110.6,108.1,100.9,106.7,0
1325,1275,-11.5,110.6,108.1,97.4,104.7,1
1325,1185,-4.0,110.6,108.1,106.7,105.4,1
1325,1138,+4.0,110.6,108.1,105.9,102.9,1
1325,1123,+1.5,110.6,108.1,103.5,102.6,1
1325,1296,-5.5,110.6,108.1,101.6,101.7,1
1325,1103,-2.5,110.6,108.1,110.1,101.5,0
1325,1103,+10.5,103.0,108.5,105.1,99.4,0
1325,1132,+4.0,103.0,108.5,105.9,100.7,0
1325,1245,+1.5,103.0,108.5,107.4,102.3,0
1325,1444,+7.5,103.0,108.5,108.0,107.1,0
1325,1275,+1.5,103.0,108.5,102.5,106.6,0
1325,1141,+2.5,103.0,108.5,114.9,106.6,0
1325,1245,-3.5,105.6,99.9,104.9,103.3,0
1325,1405,-2.5,105.6,99.9,108.8,106.1,1
1325,1275,-13.0,105.6,99.9,95.9,106.0,1
1325,1287,-3.0,110.6,108.1,106.6,102.8,0
1325,1422,-8.5,110.6,108.1,102.2,107.5,1
1325,1107,-3.0,110.6,108.1,106.9,102.7,1
1325,1138,-1.0,110.6,108.1,105.9,102.9,0
1325,1296,-2.5,110.6,108.1,101.6,101.7,1
1325,1275,-2.5,110.6,108.1,97.4,104.7,1
1325,1103,+6.0,110.6,108.1,110.1,101.5,0
1325,1444,+9.5,103.0,108.5,108.0,107.1,0
1325,1275,-2.0,103.0,108.5,102.5,106.6,1
1325,1138,+14.0,103.0,108.5,111.3,99.4,0
1325,1440,-9.0,106.5,102.7,108.3,112.2,0
1325,1460,-3.0,106.5,102.7,100.4,97.1,1
1325,1156,-1.5,106.5,102.7,110.6,102.0,1
1325,1103,+1.5,106.5,102.7,105.0,102.9,0
1325,1275,-5.5,106.5,102.7,98.9,103.5,1
1325,1123,-13.5,106.5,102.7,96.5,109.6,1
1325,1275,-2.5,106.5,102.7,98.9,103.5,1
1325,1132,+2.0,106.5,102.7,93.0,96.9,1
1325,1245,-7.5,106.5,102.7,104.1,106.2,0
1325,1176,+8.5,106.6,97.5,110.0,95.7,0
1325,1103,-1.5,106.6,97.5,106.8,95.2,0
1325,1444,-8.0,106.6,97.5,102.6,100.0,1
1325,1275,-16.0,106.6,97.5,98.7,105.7,1
1325,1138,-4.0,106.6,97.5,103.3,104.7,1
1325,1132,-5.5,106.6,97.5,96.9,100.8,1
